index,subject,question,answer,a,b,c,d
6339,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6340,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6341,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6342,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6343,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6344,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6345,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6346,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6347,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6348,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6349,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
6350,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
